SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
9NWSRR,2020,61,67,58,64,62,60,63,65,55,54,58,58,58,63,63,71,63,61,62,61,62,58,59,61,64,56,58,56,57,54,256
PMWQHW,2020,60,54,56,54,52,58,55,54,60,55,55,61,51,54,58,51,52,52,51,59,51,56,57,57,55,58,59,53,52,51,256
L8UCTT,2020,60,75,60,64,72,65,67,67,59,58,61,57,62,64,62,61,62,66,65,64,81,59,57,63,66,61,60,69,56,61,256
LNZ9DD,2020,61,65,62,66,62,60,61,59,64,61,55,62,70,64,62,61,60,61,57,67,63,65,58,74,62,64,63,61,65,59,256
QH7QYC,2020,68,64,64,70,63,67,65,67,75,69,64,68,63,63,68,60,62,64,64,68,66,70,60,71,60,73,64,57,66,67,256
CBH7PE,2020,63,50,57,52,57,60,64,55,54,52,46,52,53,57,58,62,60,58,56,55,54,56,53,58,62,54,54,51,53,52,256
7PFEAJ,2020,60,70,61,58,62,68,67,66,59,58,61,57,62,61,62,65,65,63,69,62,59,56,62,59,62,60,57,66,52,60,256
JJHRCN,2020,60,63,62,58,57,53,56,55,62,56,57,56,77,56,55,57,55,58,56,60,61,61,57,68,61,66,65,57,57,63,256
8PCQGR,2020,57,50,51,51,56,56,63,52,49,54,45,47,52,54,55,60,56,52,52,53,53,47,50,53,59,56,47,51,48,51,256
E8FCQB,2020,68,69,67,65,72,58,61,64,64,59,62,72,60,65,68,58,67,66,64,71,72,64,65,65,71,65,64,62,63,65,256
QBHUWY,2020,54,55,55,59,60,61,62,63,52,55,54,52,57,57,57,59,61,55,55,61,58,54,53,58,53,59,66,54,55,57,256
9PCMVJ,2020,70,64,55,70,59,62,60,64,62,64,59,67,70,63,67,66,63,68,67,77,61,61,61,72,62,74,74,58,60,64,256
YDG9M7,2020,58,55,52,67,56,67,63,59,58,60,53,58,58,62,60,69,58,65,65,64,61,53,53,65,57,60,58,50,57,54,256
U7VP8N,2020,66,58,60,61,53,61,58,54,57,52,57,64,66,59,62,64,58,60,63,68,55,60,51,58,57,72,61,56,60,59,256
Z7HWSQ,2020,58,50,57,49,50,56,55,53,53,53,55,56,51,53,56,50,52,51,52,49,49,55,53,54,59,49,50,53,54,47,256
ZDJMRL,2020,56,60,53,61,58,71,65,61,54,62,60,58,57,59,62,66,59,66,66,66,58,56,61,63,62,64,60,51,53,57,256
NUHQZK,2020,61,65,69,59,63,55,59,59,61,62,56,55,63,62,63,56,67,58,59,62,72,68,62,64,61,61,57,64,62,63,256
LQESM8,2020,64,60,60,75,59,58,61,65,67,70,65,65,74,72,67,67,63,67,69,70,60,64,58,72,63,73,65,53,63,67,256
3KLLRA,2020,57,65,56,54,58,49,50,54,55,49,54,55,56,55,56,52,55,56,53,52,64,52,50,52,53,56,53,65,54,50,256
VA9GKU,2020,61,66,64,60,61,57,63,64,56,55,59,58,81,62,61,67,65,65,64,66,63,60,58,66,57,63,64,65,61,65,256
8V8THJ,2020,63,58,53,67,59,57,68,62,64,56,59,62,57,61,64,68,61,63,68,60,57,57,56,64,61,61,58,58,57,58,256
JST3EH,2020,60,57,53,69,60,63,62,61,63,59,56,53,61,73,62,65,57,59,66,64,61,61,52,61,60,64,75,52,63,59,256
R8HEAC,2020,65,67,65,61,60,54,60,59,61,60,61,63,83,60,61,65,60,62,63,70,59,66,59,68,62,68,66,61,58,60,256
KVS7PT,2020,63,58,74,62,55,60,60,56,58,56,53,61,63,59,61,69,66,63,60,64,57,62,64,62,59,62,61,59,60,61,256
KXPYPW,2020,60,63,55,66,63,60,59,63,63,53,63,59,59,63,63,62,59,60,63,68,61,61,59,66,62,57,66,59,57,64,256
9AXBYD,2020,61,83,63,63,67,55,61,63,61,57,62,61,62,57,63,58,62,64,59,62,67,62,60,62,59,64,60,68,54,60,256
MRUCX7,2020,56,62,55,68,57,64,61,65,56,56,60,54,63,64,56,67,55,61,64,60,60,56,52,60,57,59,59,54,56,56,256
WMJ839,2020,65,65,64,60,71,62,62,66,67,60,63,62,62,65,66,49,68,55,59,63,70,70,59,62,64,59,60,68,57,60,256
V3CLXW,2020,61,58,60,62,66,61,70,64,61,57,61,61,59,62,70,63,62,61,66,75,56,58,62,62,63,62,61,58,55,60,256
JHFNBM,2020,62,65,59,69,69,62,62,62,67,57,55,60,63,69,63,65,62,60,64,70,83,63,58,69,68,65,68,61,73,63,256
7YXDPD,2020,54,54,56,63,51,57,61,59,52,53,55,55,59,66,61,66,57,59,60,59,54,54,55,58,62,56,57,54,52,53,256
GQ8KNN,2020,65,69,67,57,67,65,62,61,68,55,56,66,62,55,62,63,65,57,60,64,66,65,57,69,58,62,59,60,63,67,256
BRWLPY,2020,74,63,69,66,66,59,61,62,76,68,63,67,65,66,65,61,65,57,59,72,65,79,66,71,71,64,63,57,65,64,256
TKAGJ3,2020,59,55,58,56,52,60,58,55,51,54,56,56,61,53,62,62,57,52,62,63,54,54,54,55,55,60,56,54,56,51,256
SQZMWL,2020,65,60,70,70,65,58,64,68,63,55,60,59,62,63,63,67,71,67,68,69,64,63,65,61,64,63,64,64,59,76,256
UHB7CG,2020,65,60,66,63,64,59,59,61,73,67,58,57,61,61,61,59,61,54,56,65,64,70,61,68,67,55,60,54,60,64,256
UHMKQD,2020,60,62,64,59,64,56,64,61,62,57,63,62,56,57,65,58,61,57,62,63,64,62,65,56,60,58,51,57,52,55,256
ZEKD7G,2020,63,60,57,61,60,64,60,62,60,58,60,60,65,63,66,77,61,60,66,67,61,54,56,62,64,61,63,52,65,58,256
ZVDT8S,2020,67,60,69,58,67,53,58,62,64,65,64,60,59,53,68,51,70,60,64,61,63,63,65,61,64,61,54,65,54,63,256
JPFMDV,2020,57,63,67,59,57,50,52,55,59,59,55,64,58,54,61,62,74,55,56,64,55,62,74,59,64,56,58,62,61,59,256
G7HUGG,2020,65,56,55,57,59,59,56,57,63,60,58,59,54,57,59,53,56,54,55,57,56,59,59,60,61,58,59,55,56,56,256
FVBM8M,2020,60,69,61,60,65,51,51,57,64,56,54,58,60,58,61,59,58,56,55,60,75,62,55,57,58,61,59,62,60,57,256
KCGMK7,2020,60,53,55,50,52,54,55,53,54,58,53,55,50,52,55,50,54,48,50,51,53,54,57,53,57,54,55,52,52,49,256
JQPSPU,2020,65,60,60,68,57,67,65,62,58,61,57,55,67,66,62,71,64,66,70,66,59,62,59,62,61,67,64,59,54,56,256
CN7BXS,2020,62,63,71,60,68,60,66,68,73,74,62,59,63,58,68,57,75,59,62,70,58,66,73,66,70,63,59,64,56,73,256
H9LKNE,2020,58,57,58,56,57,58,57,56,67,61,54,59,56,57,60,52,57,53,52,57,56,60,62,61,59,53,57,58,55,56,256
7MUPHM,2020,66,57,59,58,54,51,61,57,56,53,52,60,53,56,60,56,57,52,53,57,55,57,59,54,57,58,55,53,48,51,256
GN9XAP,2020,68,60,60,54,63,59,56,58,66,62,61,63,60,61,60,57,57,57,55,58,60,59,58,62,65,56,58,53,66,54,256
9PFPRQ,2020,59,67,66,58,61,55,57,63,56,52,56,55,64,56,60,57,63,60,58,59,62,59,61,61,59,58,55,72,53,64,256
CJXYY3,2020,67,64,63,63,63,63,56,58,71,62,59,62,66,60,60,54,63,56,61,66,68,67,59,68,55,65,71,63,71,67,256
HLEXAD,2020,65,59,58,65,62,61,61,65,56,60,60,57,67,65,60,59,62,59,61,65,59,60,54,58,59,63,64,61,55,50,256
D7LFPT,2020,67,74,67,64,73,57,64,63,75,64,62,66,68,66,65,57,66,64,61,67,72,71,63,72,67,62,60,69,61,69,256
PBHQLB,2020,72,62,60,64,63,59,63,61,76,60,58,68,65,61,65,63,62,62,63,67,61,66,58,75,61,65,63,53,64,66,256
YDAMMM,2020,65,61,62,64,65,60,68,65,69,64,59,66,61,60,72,66,66,63,66,68,61,61,60,69,65,69,64,56,63,67,256
UCFXXK,2020,66,67,64,72,67,63,64,71,63,65,64,67,67,67,68,62,67,63,64,69,66,65,61,63,63,69,67,63,60,66,256
SPJHSW,2020,62,61,63,65,66,55,59,70,57,58,61,59,57,63,61,55,70,62,66,59,63,58,56,60,61,65,59,68,56,69,256
WDZBBJ,2020,59,58,58,59,62,52,61,61,57,50,58,58,56,56,66,58,62,58,63,69,56,54,56,55,60,58,58,59,55,56,256
EL8MH8,2020,65,62,64,66,60,60,60,61,61,60,58,65,63,63,63,58,63,61,59,61,58,63,58,64,62,65,63,59,57,55,256
LJZQPK,2020,71,62,58,67,61,59,58,66,70,62,69,63,62,62,66,63,60,62,68,63,62,65,53,59,61,74,66,61,65,59,256
PKQM3Z,2020,59,60,53,63,59,65,69,66,58,59,62,57,59,65,61,66,57,65,68,64,59,62,59,58,57,63,58,58,55,55,256
UU9RBU,2020,68,66,69,65,73,70,67,69,71,64,66,69,63,66,68,62,78,66,68,74,66,69,67,66,72,65,66,66,66,73,256
S3RCK8,2020,56,61,63,72,64,55,58,66,56,58,67,55,66,77,64,57,66,64,63,65,67,62,61,60,69,62,63,62,61,57,256
MWJV8E,2020,61,60,61,63,69,54,68,64,65,57,57,57,59,68,63,57,64,56,60,64,63,61,64,65,74,60,57,61,57,63,256
BDMBTC,2020,68,65,64,60,62,56,57,59,70,59,55,71,65,57,62,58,61,61,58,63,63,66,61,78,64,67,63,60,65,70,256
8ZMKXG,2020,57,59,59,58,60,60,57,58,75,62,60,58,57,59,57,50,58,46,54,59,63,62,58,62,58,59,60,60,63,59,256
39NJVW,2020,76,63,64,61,68,57,62,63,72,60,57,70,65,59,65,60,68,61,61,72,61,66,62,67,66,66,66,54,63,65,256
BFCXL9,2020,68,66,64,69,68,60,68,68,64,66,68,65,78,67,69,66,67,69,68,73,63,67,64,73,67,71,69,60,60,64,256
H9NLCQ,2020,56,67,57,65,69,62,65,70,62,61,62,59,62,62,63,62,67,63,64,66,63,56,58,60,60,61,64,64,57,62,256
KY8LHR,2020,55,62,60,58,63,63,63,62,58,51,55,59,58,59,56,65,60,59,64,63,61,58,54,65,56,55,60,56,64,65,256
CFSTWL,2020,63,62,59,64,58,57,58,60,61,57,60,64,60,59,67,68,58,60,60,63,58,58,59,59,62,72,62,52,64,56,256
NWRZXN,2020,61,58,60,67,64,58,69,65,65,64,61,59,59,63,68,61,62,62,68,70,64,59,59,66,67,59,58,58,55,62,256
CYNSHB,2020,58,71,57,59,66,58,64,60,57,54,60,61,54,55,68,58,61,72,63,60,63,55,60,54,62,62,55,65,51,53,256
8BDZMQ,2020,63,62,65,61,62,54,58,63,63,60,63,61,84,60,60,60,64,64,60,66,57,65,61,72,60,66,66,60,58,64,256
3CWNNS,2020,63,67,63,69,71,61,67,69,69,61,63,59,63,63,71,65,67,61,62,71,67,68,65,70,68,66,73,60,64,68,256
TP3EHV,2020,59,57,55,61,53,51,61,59,58,58,59,58,57,57,66,70,58,61,61,60,53,54,53,56,65,64,55,53,52,54,256
ZBQH7X,2020,64,66,65,64,62,58,59,59,67,57,59,61,70,67,65,62,61,60,59,65,74,71,59,63,66,63,65,60,65,58,256
FDXMJQ,2020,65,78,68,65,74,55,62,66,70,63,69,65,73,65,67,57,68,65,59,69,71,75,67,74,69,67,68,71,64,72,256
PZPMCR,2020,62,58,58,60,82,56,66,72,64,59,60,56,59,60,64,53,66,58,60,62,63,61,61,61,66,56,62,63,52,64,256
RZS8VM,2020,65,66,63,69,70,56,62,68,65,63,66,62,64,69,68,56,69,63,66,72,68,64,62,64,73,64,66,66,62,67,256
QXWQNC,2020,60,54,56,59,65,58,69,60,64,55,57,57,59,61,68,60,64,62,60,62,55,58,62,56,66,62,58,53,52,60,256
7DZV3N,2020,61,63,64,67,72,58,63,73,64,64,64,58,68,62,67,62,69,62,62,69,64,65,63,65,68,67,64,62,56,68,256
8JXAZA,2020,60,59,61,73,62,57,68,62,58,55,59,59,63,77,63,74,65,67,66,67,62,58,57,65,67,66,64,56,62,61,256
YFSUPA,2020,61,65,62,67,68,64,70,67,77,67,58,59,61,67,65,64,65,59,63,66,64,65,60,69,63,64,63,56,60,69,256
KNJDWQ,2020,55,53,56,62,52,57,62,56,61,55,46,54,55,56,62,69,57,63,57,60,53,54,53,57,55,61,59,52,56,59,256
AJK7LH,2020,64,74,64,61,75,57,60,70,62,56,60,59,61,60,62,56,66,56,56,62,66,62,61,64,64,57,60,65,53,63,256
S3WJHX,2020,64,60,62,64,63,59,61,62,66,59,68,62,60,59,64,59,61,64,67,68,59,60,62,63,66,65,65,54,64,66,256
L779NW,2020,56,68,54,61,63,58,62,64,58,59,62,56,62,60,56,55,60,56,62,56,66,56,56,59,58,61,58,72,56,56,256
YKJKAR,2020,58,67,56,64,62,55,62,64,60,56,63,58,63,60,67,78,61,65,69,67,60,60,58,62,58,57,58,57,54,58,256
P3YRK9,2020,57,71,78,63,69,55,62,63,65,53,59,61,63,66,64,56,76,62,58,70,68,70,65,68,67,61,66,76,68,73,256
EXBECY,2020,67,67,64,69,66,64,65,70,61,65,63,64,73,63,64,65,67,64,63,75,62,66,63,65,62,69,69,59,56,59,256
PW8PYW,2020,61,60,57,63,63,62,63,68,54,56,60,58,58,63,64,53,66,59,60,61,55,57,65,58,59,53,60,65,53,63,256
NAKH73,2020,65,59,62,61,59,54,60,59,67,57,60,58,64,61,67,59,59,54,60,65,59,61,58,59,59,56,60,57,64,57,256
P8ZS9V,2020,55,56,54,58,49,53,51,52,65,62,55,54,60,57,52,52,51,46,55,57,60,54,50,64,52,61,61,55,66,52,256
AEYX7M,2020,67,62,67,67,57,56,53,61,68,66,63,66,68,62,63,58,63,62,61,65,59,68,59,65,58,67,71,56,68,65,256
UB9QKD,2020,60,60,60,60,64,54,63,61,65,64,61,70,62,55,71,58,60,64,66,72,58,55,60,62,65,64,62,55,59,67,256
A9ZFQ3,2020,64,63,61,61,62,58,62,61,57,60,61,65,79,64,64,58,61,60,64,64,63,62,61,62,62,67,65,62,58,56,256
LEVGSN,2020,57,58,63,50,59,53,56,51,62,53,48,57,57,55,56,62,57,48,51,56,61,56,52,58,56,55,53,57,73,59,256
7FBTCK,2020,63,64,57,61,61,52,57,62,58,55,61,57,54,57,63,59,59,62,61,58,62,55,55,53,60,57,55,66,52,54,256
3RQG9B,2020,59,57,55,58,55,59,57,57,55,56,53,55,64,58,56,57,52,56,57,56,58,54,55,65,58,59,58,56,52,55,256
NLE8YE,2020,70,62,62,66,61,62,62,64,74,63,63,66,67,63,67,70,60,60,68,69,64,66,56,68,61,71,64,59,70,66,256
YXSSXV,2020,59,62,73,63,66,58,65,65,70,63,61,58,78,64,65,62,70,65,62,72,59,70,66,72,63,63,67,68,62,75,256
ZMVFK8,2020,63,61,56,58,53,57,62,58,55,54,63,59,69,58,60,66,55,62,64,62,59,56,61,62,58,61,57,56,53,54,256
8RRBCQ,2020,62,60,62,67,64,61,72,66,64,61,61,64,62,65,70,69,67,72,68,68,62,61,63,69,67,68,64,60,66,62,256
KNSTGA,2020,66,61,62,65,61,58,59,62,76,65,68,62,66,64,68,63,62,54,61,71,62,70,61,68,64,69,74,57,75,68,256
AMPDAN,2020,54,48,53,59,49,47,48,50,53,49,55,51,58,63,48,50,50,50,52,54,52,56,47,54,53,51,53,55,54,47,256
MBUSWC,2020,59,54,55,55,52,54,52,54,60,57,61,52,59,55,58,52,51,50,57,55,57,56,54,57,54,54,59,53,60,51,256
W3SFGQ,2020,64,57,67,57,63,62,63,63,68,61,58,61,57,59,63,59,77,57,60,65,57,68,64,62,65,57,60,66,64,66,256
MBL7YT,2020,62,52,55,56,56,55,57,55,68,61,56,56,54,54,59,50,57,50,55,55,55,62,58,58,57,54,54,54,61,54,256
FA97AW,2020,66,69,66,64,60,62,63,57,58,60,59,75,70,61,68,60,64,62,61,72,61,66,62,70,65,72,66,62,60,59,256
SHCPS8,2020,68,71,66,67,66,54,61,61,80,59,58,69,64,63,66,61,65,60,60,67,68,77,60,71,65,62,65,65,65,68,256
TTMBKC,2020,53,59,49,60,55,55,66,60,56,52,53,55,56,60,58,71,51,59,64,52,59,51,53,59,56,55,55,50,53,55,256
JC8ZML,2020,53,56,56,59,58,49,56,57,55,53,55,57,54,52,62,55,54,56,58,66,57,53,51,53,54,59,52,55,50,52,256
TSLRJB,2020,56,49,58,54,52,57,57,54,59,54,50,53,51,53,55,51,59,50,52,57,48,60,60,57,58,49,58,54,55,52,256
EKR8VZ,2020,67,73,71,64,73,66,73,70,65,59,70,62,64,62,73,64,69,68,69,67,67,63,65,63,72,69,60,67,58,67,256
VNURXP,2020,66,61,64,63,54,56,60,57,60,57,57,60,74,61,59,69,62,59,59,63,61,63,58,73,62,66,65,57,70,65,256
QVZSZT,2020,55,64,58,65,66,63,70,65,57,55,58,53,55,67,60,61,65,61,62,60,63,58,61,62,61,54,56,59,57,57,256
J8S8GJ,2020,60,59,56,71,59,64,67,64,64,58,61,60,63,65,75,68,63,63,65,65,55,61,60,60,61,69,64,57,59,61,256
CFNNFA,2020,65,55,56,64,57,57,60,57,62,50,54,61,53,60,62,68,64,58,59,70,58,62,58,62,58,55,61,57,64,56,256
ED39MD,2020,62,64,64,65,66,62,69,65,77,67,60,63,64,66,62,61,65,58,61,67,64,68,63,70,69,67,65,57,62,64,256
F9VCQW,2020,55,58,61,65,61,54,60,62,62,66,59,58,58,61,64,53,76,54,61,65,54,59,67,61,65,59,59,62,55,60,256
9RASCH,2020,62,64,62,68,69,60,64,65,67,64,60,60,67,66,64,61,63,63,62,71,71,70,61,66,64,66,66,59,56,57,256
9CGNFS,2020,64,65,59,71,63,62,63,67,62,58,65,61,63,68,70,67,61,61,68,69,68,60,60,67,64,65,65,60,61,60,256
TLH8FB,2020,68,67,68,66,67,67,70,68,60,63,63,65,69,68,68,65,66,65,65,73,64,63,63,66,75,71,65,61,59,58,256
LGBUM7,2020,64,60,58,57,63,52,58,61,69,61,65,56,57,59,64,49,60,55,59,60,63,68,59,64,60,61,58,62,57,64,256
D3TRDM,2020,69,62,62,65,69,66,59,67,68,59,61,65,61,62,61,52,67,58,61,67,66,69,61,68,65,60,73,62,60,61,256
FACN97,2020,60,58,60,65,61,65,65,61,76,65,61,63,57,66,61,57,61,58,62,64,63,67,60,68,64,65,61,55,64,59,256
G3XQKC,2020,57,52,52,57,54,50,51,53,53,52,62,58,56,51,63,52,52,55,61,62,49,51,51,50,50,59,54,50,57,54,256
MEGM7E,2020,65,65,61,67,57,54,64,62,62,55,63,63,61,58,73,74,60,71,66,66,59,57,57,62,57,71,59,56,58,63,256
9WAZBA,2020,71,71,68,69,76,64,65,73,69,67,68,63,68,71,68,62,71,63,67,76,69,68,68,71,85,68,71,63,64,67,256
VLLJA9,2020,57,56,54,62,52,55,59,56,49,52,57,52,58,56,60,63,54,67,57,50,53,51,53,53,54,62,52,53,50,52,256
PCURFC,2020,63,65,61,72,65,77,69,66,67,63,64,71,64,67,67,71,65,67,69,70,61,63,61,67,66,69,62,55,63,62,256
JGYZ8D,2020,59,64,61,62,66,53,60,63,76,63,59,56,60,60,62,54,62,50,59,66,66,65,63,66,64,58,67,61,65,65,256
N9BDJJ,2020,66,57,61,63,59,53,61,60,59,57,55,64,57,61,69,67,61,65,60,66,57,57,56,64,63,64,58,54,59,61,256
QCRCYE,2020,71,67,73,60,71,56,61,66,71,74,69,68,69,58,69,58,82,60,61,73,61,72,78,68,72,69,66,64,65,71,256
LJD3YX,2020,61,58,59,62,55,60,59,58,54,58,56,57,77,63,62,66,58,61,58,66,57,60,57,69,60,64,67,54,62,58,256
LLXQNJ,2020,62,61,60,64,63,63,59,63,64,62,60,63,60,62,61,53,61,57,57,63,59,63,63,63,61,62,65,61,56,61,256
7DXZMR,2020,60,51,53,58,58,57,56,58,62,58,53,57,55,53,60,52,56,55,56,56,54,58,47,58,52,58,58,53,56,54,256
A7ZMAG,2020,57,57,52,52,53,50,49,53,51,51,56,51,51,47,52,55,53,53,52,47,51,53,55,50,54,50,51,54,50,50,256
EFS9UR,2020,66,65,62,68,63,59,66,64,62,60,62,65,59,61,75,66,64,70,70,69,66,62,61,61,65,72,63,63,57,61,256
RY7A9T,2020,58,62,66,61,63,62,59,65,62,58,59,59,59,56,56,56,69,63,56,60,60,66,67,62,61,59,61,61,57,65,256
3JCDGS,2020,58,57,60,59,61,61,62,61,60,60,63,60,62,59,67,55,55,60,66,68,61,55,59,62,62,59,59,58,59,63,256
Q3RBJK,2020,59,62,59,63,58,57,64,58,61,59,56,60,64,59,65,67,59,56,63,69,60,59,55,65,61,65,60,56,60,59,256
T9MZC9,2020,59,59,67,62,60,53,48,57,58,54,56,59,58,58,55,49,65,60,53,55,61,59,58,55,56,54,56,74,55,58,256
7DJGUU,2020,60,60,61,59,61,66,62,60,60,59,56,62,59,55,59,62,60,55,56,61,56,61,58,62,60,65,59,59,59,57,256
RQ9P33,2020,58,58,59,61,59,58,55,52,62,58,53,61,59,60,56,56,59,56,58,57,62,60,53,62,58,56,58,56,60,56,256
RS7W8H,2020,59,54,55,52,54,72,62,59,60,59,60,60,56,57,59,53,55,57,61,57,52,55,53,52,55,59,54,54,51,53,256
CAWDQK,2020,58,56,51,67,57,52,53,58,60,61,59,55,57,57,60,59,53,58,62,62,60,58,55,57,57,61,60,54,55,53,256
K7V8SX,2020,58,60,57,61,65,61,68,66,58,59,60,57,58,61,66,56,61,62,65,70,58,58,59,57,64,61,66,56,55,56,256
JLNVV3,2020,57,77,63,68,69,64,69,68,69,63,62,61,65,64,65,67,66,65,66,69,74,60,60,70,62,65,63,68,59,64,256
QQPLXD,2020,62,56,79,56,64,54,58,60,58,56,58,63,61,51,62,53,71,60,54,64,55,66,64,57,65,61,57,61,55,64,256
JMJ3DC,2020,59,60,56,65,56,63,67,64,62,57,63,54,62,63,60,71,58,63,70,61,61,58,56,63,59,61,58,57,60,59,256
K8H3TM,2020,62,64,61,65,72,57,65,70,64,61,64,60,62,60,80,63,68,63,65,75,64,59,62,60,66,65,66,65,55,64,256
9KRS7H,2020,63,60,57,69,58,71,65,61,77,65,60,65,62,67,65,59,55,62,73,70,68,64,53,67,60,69,64,57,62,63,256
CA9YVW,2020,63,73,62,66,71,57,64,61,70,64,58,64,67,64,66,58,63,67,60,66,75,67,57,74,62,65,58,65,58,67,256
GBTLGS,2020,59,53,56,61,60,59,60,59,62,66,57,57,50,56,60,56,60,60,61,57,58,62,58,57,61,59,52,51,55,51,256
Z7AXD7,2020,62,53,55,56,54,56,56,55,62,55,53,57,51,58,58,54,58,50,52,59,53,59,58,57,59,53,61,57,61,52,256
KWEMNF,2020,54,52,51,64,54,56,54,59,57,55,59,55,57,55,61,54,54,55,64,63,52,53,52,53,53,58,55,52,54,53,256
VMPB89,2020,58,62,73,62,68,58,70,63,57,54,63,58,67,62,74,60,71,71,66,71,59,63,64,59,62,62,60,66,51,65,256
WQQBPL,2020,60,56,53,55,52,55,59,54,52,51,50,53,54,54,63,67,54,60,57,59,55,51,48,53,54,58,53,51,56,51,256
FXKUSE,2020,62,61,59,69,61,57,65,61,65,57,56,59,59,69,61,66,67,65,59,69,60,68,62,71,63,61,63,57,63,62,256
GF8FNH,2020,65,67,68,71,77,59,67,66,80,62,68,63,64,73,75,62,69,59,65,76,75,77,67,66,69,66,66,65,68,66,256
7ALFQQ,2020,68,76,76,59,71,57,67,67,70,63,71,67,79,61,66,59,74,64,63,71,66,75,73,71,69,67,65,69,63,71,256
QT7NRC,2020,63,61,72,65,64,63,61,64,72,67,64,64,65,59,63,60,66,57,61,65,61,71,62,63,68,68,65,59,64,65,256
Q9VU3L,2020,58,61,56,59,57,51,50,57,58,53,55,55,60,56,61,56,54,62,58,64,64,56,54,58,54,57,63,58,53,60,256
CPTM9N,2020,63,58,56,56,55,51,60,57,58,56,52,62,62,54,61,63,58,57,56,60,53,58,54,66,56,58,57,53,65,50,256
JM9YVW,2020,64,61,65,65,66,61,59,66,63,61,56,56,61,62,61,56,67,59,63,62,73,63,60,63,62,65,63,61,61,66,256
GCMCDR,2020,64,66,60,60,65,56,57,57,67,62,63,59,64,60,60,54,62,53,61,65,69,62,60,62,63,64,70,65,73,61,256
P3RGE7,2020,61,62,71,60,77,54,70,69,64,54,55,58,62,64,65,53,77,60,57,68,63,67,66,66,66,56,62,71,57,69,256
S8KNBR,2020,62,75,60,62,67,49,58,60,65,59,62,67,66,61,63,56,58,62,59,62,68,61,56,66,59,66,59,66,60,64,256
AL73DQ,2020,63,59,57,70,62,52,59,57,54,48,60,63,58,71,62,55,60,55,61,68,56,60,58,56,65,59,58,56,57,52,256
JGX8JN,2020,67,58,65,62,65,57,71,65,60,57,60,61,54,62,69,61,72,62,66,68,58,61,60,58,66,63,56,60,57,59,256
RZQ7KK,2020,63,62,74,68,70,60,68,65,64,60,61,60,65,68,68,64,83,65,66,80,64,69,69,67,72,66,67,68,66,67,256
PU7JBW,2020,74,63,62,60,63,56,59,63,74,67,61,66,64,57,66,58,64,62,62,69,58,65,62,63,63,69,64,54,62,66,256
9JDTVS,2020,55,54,56,69,59,56,63,60,60,57,54,54,52,64,65,63,63,62,61,68,57,56,60,59,66,54,57,49,53,55,256
9DAZG8,2020,71,73,69,79,77,65,68,76,84,73,73,66,70,69,75,71,71,68,76,81,72,75,69,75,71,74,76,65,67,74,256
7MHVQ9,2020,66,67,67,73,81,60,69,81,67,63,65,65,66,68,73,60,72,64,67,72,69,68,64,68,73,68,70,64,59,71,256
UR7WGZ,2020,61,70,62,69,63,64,61,68,58,59,62,59,67,67,59,60,64,64,62,62,66,60,57,63,66,68,64,66,55,59,256
LPYHAY,2020,66,59,62,62,71,62,67,66,73,70,62,63,63,59,66,62,70,63,63,70,65,65,67,67,64,67,65,56,64,68,256
8VPX8V,2020,61,63,62,63,56,66,62,61,57,54,56,58,68,62,63,66,61,62,68,63,62,58,56,60,62,61,62,61,64,58,256
P9UPXE,2020,58,54,56,60,55,57,59,54,58,54,55,61,54,59,69,64,61,60,61,62,54,56,56,58,62,60,57,56,59,52,256
83VW8J,2020,62,59,57,59,60,53,57,56,58,50,57,63,61,58,62,62,60,56,58,64,61,58,57,60,59,55,58,58,69,54,256
ZVGBFW,2020,65,58,58,61,53,60,59,55,63,55,58,59,57,59,60,69,58,60,61,60,59,63,55,59,58,64,52,52,65,54,256
WQWDEL,2020,62,69,62,58,62,56,57,58,61,58,56,62,71,60,59,60,62,59,59,65,72,62,62,72,64,64,65,63,60,62,256
L7NU73,2020,60,60,59,59,55,61,57,59,58,52,59,64,72,59,54,61,56,61,61,61,57,61,54,69,59,65,68,59,62,59,256
RDCAYD,2020,56,76,66,60,70,55,70,67,58,53,65,58,56,61,67,57,70,61,59,62,64,61,68,58,64,58,57,75,55,63,256
NFM9XC,2020,65,64,66,63,68,58,67,69,66,58,64,60,63,62,72,63,72,61,64,72,63,65,65,66,69,60,69,63,63,69,256
FFF8UM,2020,56,59,66,62,69,61,70,64,60,50,58,60,60,64,73,60,68,62,62,71,60,62,64,60,67,62,59,61,54,62,256
RSKVAB,2020,58,57,58,64,53,59,62,56,56,52,56,56,58,60,60,69,58,66,63,59,65,55,53,62,54,61,54,51,56,56,256
9DYSLC,2020,69,70,62,66,64,58,62,65,76,64,64,74,65,59,69,67,61,62,68,68,63,65,60,68,64,73,64,60,64,70,256
MJKUUK,2020,66,60,56,67,58,56,57,63,61,59,62,62,62,60,68,71,60,65,67,67,57,58,59,66,63,66,66,54,61,64,256
FRKKBL,2020,61,61,60,68,64,59,60,60,58,55,58,64,62,61,61,56,61,61,61,72,59,63,62,64,62,60,69,55,58,59,256
