SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
C8VC8K,2022,66,65,62,69,64,61,65,61,81,67,60,65,64,65,70,65,65,61,63,71,67,70,61,75,63,75,65,57,68,73,295
AEKNGS,2022,69,62,65,74,61,73,66,65,65,61,65,70,67,68,68,69,66,64,70,71,60,68,65,70,63,72,70,62,65,65,295
MRKVDK,2022,72,66,62,66,72,57,62,70,65,65,63,69,67,61,67,65,68,66,65,67,63,64,62,70,66,66,64,56,61,64,295
Y9E7PD,2022,70,63,59,63,66,54,56,61,72,65,62,64,65,62,61,56,59,55,63,67,66,64,56,68,60,65,71,60,69,57,295
MG7XEC,2022,66,71,74,66,65,59,61,61,76,66,60,76,66,59,66,60,67,62,60,71,65,73,66,79,67,69,65,60,64,69,295
UWXPCQ,2022,52,52,53,64,52,58,60,57,51,49,57,52,58,58,60,64,52,61,64,56,55,53,53,55,51,54,53,52,52,48,295
EMRWQC,2022,66,58,79,58,66,56,57,60,64,56,62,64,60,59,58,52,72,56,57,64,57,71,67,64,67,62,60,68,63,68,295
3NRBNE,2022,63,61,60,65,66,60,67,63,68,65,59,60,59,61,67,63,66,65,68,71,62,64,60,63,69,67,63,57,57,63,295
YTWHAA,2022,58,62,62,70,64,64,70,68,63,59,61,61,69,63,71,70,68,66,68,70,62,62,64,66,62,67,67,59,63,63,295
BBYBCF,2022,62,60,63,58,62,57,54,62,60,59,62,60,60,59,62,54,56,56,58,62,66,59,56,58,59,63,56,58,58,53,295
37HW8Z,2022,63,65,61,70,63,58,65,63,65,62,62,61,65,65,76,68,65,66,63,69,67,63,65,69,60,68,61,56,60,58,295
RW3HAY,2022,60,59,58,71,61,66,61,63,61,55,59,62,61,65,62,66,60,63,60,67,58,60,61,67,61,62,65,51,63,65,295
MGEJRF,2022,59,63,57,68,59,54,59,62,64,60,59,61,57,57,68,73,56,61,63,64,56,58,53,59,55,63,56,54,57,60,295
UCCLD8,2022,67,61,59,58,59,58,57,61,70,60,59,62,59,60,65,56,56,58,62,60,59,63,52,57,58,72,60,58,63,59,295
TD8TNX,2022,65,60,59,69,64,61,65,66,56,57,63,64,61,63,72,70,62,64,74,69,59,54,57,57,66,61,60,54,52,55,295
DRKK89,2022,60,58,57,65,56,62,61,61,56,58,60,62,65,63,63,61,56,61,62,70,58,61,56,60,58,71,66,54,56,52,295
JMENTC,2022,63,57,67,61,66,54,67,64,59,56,61,62,61,59,70,66,67,66,62,66,57,61,67,60,70,66,58,55,56,61,295
MRPXM8,2022,68,62,62,71,67,67,68,68,64,61,60,56,67,72,66,69,68,62,73,67,66,63,62,67,69,65,65,61,63,64,295
QWT9TG,2022,58,57,52,67,53,69,63,59,57,63,55,57,61,62,57,69,59,63,65,62,59,56,55,65,57,64,59,52,55,52,295
UR8QZ3,2022,62,60,59,61,69,63,57,63,70,64,66,63,64,65,60,53,63,50,62,68,68,67,60,62,65,63,72,62,75,59,295
DAC7MJ,2022,63,64,66,57,62,56,57,57,78,66,60,61,65,58,62,55,60,49,55,64,63,72,62,70,64,64,63,59,71,65,295
AGSLDV,2022,60,55,54,59,59,56,59,61,63,56,58,57,54,58,61,49,60,54,58,56,55,59,59,53,59,53,57,58,59,56,295
ZN8WQT,2022,57,61,61,68,61,55,60,61,67,63,61,62,75,59,60,64,63,62,59,71,58,64,59,71,63,64,67,55,60,64,295
YMC3CA,2022,66,65,67,54,65,56,57,58,70,62,57,62,63,59,61,60,63,51,57,64,64,65,59,64,68,63,61,61,74,64,295
SWZGFV,2023,70,71,63,63,62,53,59,62,64,58,61,66,68,62,64,63,62,68,65,62,64,67,60,74,63,67,63,63,61,66,352
ZSZAKG,2023,54,56,53,63,66,59,64,65,60,55,57,56,56,57,62,57,57,59,64,67,60,53,60,62,62,55,63,56,52,62,352
QABLVS,2023,55,66,59,62,56,57,63,60,58,52,57,56,56,57,63,73,59,64,61,60,60,56,57,57,54,60,52,57,55,57,352
DBTWCP,2023,58,71,59,63,67,56,64,65,59,57,59,56,63,60,66,64,62,62,60,59,66,61,57,61,59,62,60,63,55,57,352
TP9FSJ,2023,62,64,62,70,62,68,64,63,83,73,64,61,65,68,66,64,62,59,71,76,67,67,64,73,67,68,69,59,69,71,352
FZ3C8S,2023,63,59,59,64,56,59,64,60,59,59,58,58,68,63,70,72,62,67,66,64,58,59,60,63,59,67,66,54,60,60,352
FUCZYD,2023,62,63,68,58,61,51,58,59,57,53,57,60,62,53,64,63,67,61,58,65,57,57,60,60,63,65,62,62,57,66,352
EQGB7L,2023,55,56,70,60,61,63,65,60,59,57,51,53,57,58,61,62,68,59,61,59,57,58,54,56,56,62,55,64,53,64,352
SAXWES,2023,62,66,70,72,78,60,75,77,66,62,66,58,65,73,67,64,75,69,69,69,69,67,66,63,70,65,64,65,61,69,352
SVTYTE,2023,62,51,55,53,52,54,57,58,55,62,58,54,55,53,59,62,57,59,59,55,51,53,54,54,58,61,47,50,52,61,352
ULNXYH,2023,58,61,63,55,64,59,60,58,70,58,54,62,54,58,60,54,63,50,57,61,62,65,57,63,64,58,62,60,70,62,352
QYPYUG,2023,57,61,55,63,63,56,64,62,60,53,57,62,61,57,61,63,60,61,61,71,60,55,63,62,61,61,61,62,54,64,352
X7SLCR,2023,64,58,59,64,65,56,61,64,61,52,55,59,57,59,61,57,63,57,60,60,60,58,60,62,63,60,61,59,54,58,352
V8F9VH,2023,61,62,60,59,57,56,62,58,56,59,57,57,61,58,60,63,60,60,60,58,58,58,57,64,61,58,57,57,51,57,352
TYFMP7,2023,63,63,61,67,65,69,75,66,65,65,61,57,63,67,73,74,63,72,70,69,63,59,63,67,64,68,59,56,57,64,352
HL88HZ,2023,54,64,52,60,55,54,62,53,59,51,51,55,49,55,61,64,60,60,56,61,53,52,56,56,59,62,56,58,56,60,352
EVX7JQ,2023,61,61,59,65,66,60,65,68,60,63,60,63,62,61,70,58,62,64,69,72,65,59,58,62,63,65,66,60,56,59,352
CZWWVS,2023,64,56,55,60,57,52,57,60,64,62,57,64,57,54,69,60,62,57,59,63,54,58,57,66,58,64,59,55,60,58,352
MG7BDS,2023,59,55,58,68,57,66,62,61,60,57,63,57,55,62,60,60,60,66,66,60,62,60,57,61,60,65,62,57,62,60,352
SAYQPG,2023,56,53,58,67,60,63,58,62,61,66,56,58,52,60,59,55,63,61,61,62,56,58,58,56,55,66,58,56,54,57,352
FYPKL9,2023,70,58,61,63,54,66,58,59,68,65,60,64,62,61,65,59,56,59,70,64,59,63,54,62,62,65,64,60,65,57,352
JBVBZN,2023,65,71,67,65,74,58,61,65,72,65,65,66,68,64,65,55,68,59,58,70,67,75,68,70,69,65,69,65,63,70,352
C7JTLG,2023,60,57,57,65,59,58,64,62,60,61,61,63,56,59,70,59,55,64,73,69,60,56,55,59,60,62,57,54,57,59,352
3WWMFM,2023,67,65,62,61,67,58,64,64,72,67,72,69,67,61,74,60,67,57,63,73,61,70,70,67,67,73,68,61,70,70,352
L78THQ,2023,56,55,79,56,65,54,57,61,61,54,56,52,55,55,56,48,73,56,52,58,58,62,61,58,58,55,53,74,55,69,352
SGNHKA,2023,64,63,60,60,77,55,64,70,66,61,60,59,65,63,67,60,67,57,60,61,67,63,59,63,66,62,64,62,69,64,352
8T37NM,2023,57,57,54,68,63,61,61,68,60,56,63,53,52,65,61,57,61,61,62,64,55,57,58,59,69,58,69,55,54,59,352
MXDBRM,2023,63,60,59,60,69,67,71,66,72,63,66,64,56,62,71,64,64,61,70,73,63,61,66,63,70,63,62,56,60,66,352
B8AXHU,2023,60,62,79,67,64,56,58,61,62,54,64,62,60,62,68,56,65,66,63,66,65,66,64,59,64,64,57,63,57,64,352
39K9NC,2023,62,58,57,66,62,58,60,65,65,66,63,62,66,63,59,58,63,63,66,63,58,63,54,60,62,63,62,58,62,57,352
FTLGPN,2023,57,65,68,60,69,58,67,65,59,57,59,55,58,58,74,56,67,60,60,62,64,63,62,58,63,59,51,67,53,59,352
GGX7RB,2023,64,72,64,63,72,60,60,63,73,63,66,66,68,64,65,53,66,60,60,67,68,71,67,71,68,61,66,66,63,67,352
JLZM37,2023,62,63,51,62,60,60,68,63,59,55,57,63,57,57,71,71,59,67,65,64,58,55,60,61,60,63,58,53,55,56,352
VAHKVH,2023,67,63,60,69,62,64,66,67,73,69,63,61,64,64,65,62,62,63,66,69,63,65,58,68,61,73,66,61,63,60,352
GYHMXU,2023,63,56,50,60,55,68,63,56,54,56,54,59,56,58,60,61,55,63,60,62,51,54,58,59,59,64,59,53,51,55,352
998L9W,2023,67,63,61,71,63,60,61,64,64,61,66,62,76,75,61,66,66,62,62,72,65,69,63,68,71,65,70,64,69,65,352
DTQSDV,2023,59,63,63,58,59,59,57,64,57,59,60,54,56,54,64,59,63,60,63,60,62,62,62,61,59,60,57,62,57,62,352
EBHEGV,2023,62,62,66,59,53,59,61,56,62,61,56,63,66,58,65,72,62,62,62,60,54,62,57,60,63,68,61,59,61,63,352
GL9RD8,2023,66,58,56,64,61,54,67,61,57,51,58,60,55,62,67,67,65,62,65,65,58,62,58,58,65,63,60,57,59,54,352
MG78WL,2023,65,63,65,63,69,51,63,66,63,58,68,64,61,58,65,52,70,65,63,67,57,64,65,57,66,63,62,66,57,62,352
8PDDHW,2023,61,60,58,66,78,58,70,72,64,64,59,60,59,64,71,58,72,62,65,69,64,59,62,64,69,63,66,60,58,64,352
EFMZR3,2023,60,53,58,61,54,60,58,56,62,57,66,55,57,58,59,65,60,58,65,56,50,57,57,57,58,64,59,57,66,58,352
KJRHRR,2023,58,55,57,60,59,58,60,59,58,51,55,61,55,56,65,57,54,62,65,65,59,56,57,57,61,59,59,55,52,56,352
JTDYTG,2023,67,60,54,65,58,62,64,62,58,59,58,59,70,65,58,69,64,61,65,66,61,62,59,65,63,64,67,56,63,55,352
F3H3HP,2023,57,64,53,59,62,55,65,62,59,59,57,58,53,53,63,67,60,63,61,58,57,52,56,57,65,60,52,59,50,54,352
JMHL87,2023,66,62,55,63,60,65,64,59,60,63,56,62,59,58,63,66,62,68,66,61,65,56,57,62,60,66,57,54,55,58,352
KNCV8H,2023,61,65,58,64,62,63,65,64,57,60,61,64,63,63,66,64,60,73,65,66,58,60,59,64,61,62,62,60,54,57,352
PZSRQ8,2023,59,63,59,62,59,54,62,62,55,54,61,56,64,58,66,76,61,61,65,64,59,59,58,60,54,58,55,55,54,60,352
URPPHL,2023,64,62,59,54,52,50,47,52,59,58,54,58,56,48,56,53,52,54,55,51,60,58,49,52,53,58,55,55,54,52,352
HP9F3Z,2023,64,67,57,66,58,51,58,60,62,55,61,71,61,56,67,71,56,71,67,64,61,57,58,61,59,67,61,56,58,61,352
TMZRQP,2023,64,58,63,61,70,62,71,66,63,60,59,59,54,65,69,66,69,62,64,66,64,61,65,60,68,60,59,55,59,62,352
DSJR9G,2023,64,65,62,69,66,65,69,66,72,64,56,71,65,66,68,65,67,65,67,71,67,66,63,80,67,69,68,59,64,67,352
UH3EXE,2023,62,64,61,66,72,58,66,69,62,57,61,55,65,67,69,62,69,67,61,69,68,61,58,68,67,60,63,63,60,69,352
9SSA8R,2023,65,76,73,62,66,57,62,65,62,55,59,62,64,62,68,58,68,66,60,64,67,66,61,64,63,66,63,77,60,65,352
DKYAKQ,2023,62,53,63,66,60,55,62,57,63,55,57,60,59,59,73,59,64,62,60,67,57,64,59,58,61,64,62,60,59,61,352
CMJUAB,2023,51,60,57,60,60,55,57,62,56,56,55,55,59,57,56,50,59,57,55,59,59,53,57,59,57,54,59,56,54,59,352
Y7GDZZ,2023,73,63,61,71,59,62,66,62,65,63,63,65,65,64,68,71,62,71,66,68,62,64,61,69,65,72,64,57,63,63,352
UBDV83,2023,65,69,59,68,68,57,66,62,73,60,58,62,59,68,62,63,67,59,61,69,69,71,63,65,67,61,64,62,65,61,352
KXWYQL,2023,60,60,58,62,57,74,70,60,63,60,61,62,57,66,62,68,60,60,66,64,62,58,58,62,63,68,56,54,65,57,352
EGQK3C,2023,66,60,65,58,68,51,59,63,63,61,59,59,59,56,66,54,65,58,57,61,63,62,58,56,60,60,57,64,53,61,352
FCJTW3,2023,57,65,58,60,61,55,55,57,62,58,57,59,63,57,60,53,58,56,57,59,61,58,52,56,53,59,60,60,56,58,352
WZHJZ9,2023,59,56,73,61,64,55,62,60,56,55,60,60,62,57,69,59,71,68,62,68,55,61,64,55,61,61,55,63,53,65,352
7SVMUC,2023,61,63,61,63,65,60,67,65,58,53,59,60,63,62,68,69,61,64,67,69,64,57,58,61,67,63,60,59,53,64,352
PR3SVC,2023,63,57,60,61,69,51,64,62,62,56,57,57,58,57,70,59,68,59,61,61,60,62,58,61,58,58,55,68,57,68,352
CHXDHC,2023,58,58,63,66,65,65,62,66,65,57,64,59,57,60,59,56,62,59,63,65,64,68,61,67,63,57,65,59,62,60,352
KTTMUY,2023,60,54,52,66,58,62,62,61,58,54,58,60,53,60,59,58,58,58,69,61,55,59,51,59,61,58,58,49,55,55,352
FZKPJN,2023,69,67,65,66,72,64,72,66,66,62,66,71,66,66,73,65,68,68,72,82,65,65,67,63,71,68,66,62,61,63,352
DDFTHC,2023,62,66,63,63,60,56,59,64,61,60,64,65,71,61,62,56,65,62,63,66,63,60,64,60,62,62,65,63,56,60,352
X3SC8T,2023,62,61,66,58,68,56,58,60,87,62,58,59,61,60,61,54,62,48,55,62,65,71,57,65,65,57,60,62,67,66,352
GDGJJZ,2023,64,62,64,63,64,59,61,65,75,69,64,60,61,60,61,55,63,60,59,63,60,70,62,64,61,69,62,58,62,69,352
LXQGDU,2023,61,62,54,69,60,57,64,63,59,57,59,60,62,65,66,70,64,64,67,67,65,57,57,63,63,62,63,62,66,59,352
XNFJC8,2023,68,70,57,73,63,65,67,67,60,61,61,63,61,65,66,71,63,70,68,68,64,61,57,67,63,73,65,58,54,59,352
PFDM7U,2023,64,66,64,64,61,57,62,60,67,59,57,72,61,61,63,62,61,63,64,65,67,63,60,77,63,62,58,61,65,62,352
X3UYBZ,2023,59,65,57,56,65,52,65,60,60,59,62,57,55,53,66,62,62,60,59,60,58,54,59,53,63,61,55,62,52,56,352
8GEEAR,2023,67,55,57,58,53,57,57,57,66,61,56,65,55,55,62,57,57,59,62,60,54,61,55,57,57,66,54,55,59,60,352
BB9VZG,2023,60,57,59,56,63,56,58,55,70,67,57,53,60,59,62,50,60,51,55,60,62,65,54,61,57,61,62,61,67,61,352
TRAZU7,2023,59,58,71,59,62,57,59,60,61,57,63,52,57,58,63,54,66,58,60,58,56,61,63,57,62,56,54,68,58,64,352
3RY9JG,2023,56,63,62,63,65,59,69,64,57,58,61,63,63,61,71,63,62,75,68,68,61,61,62,63,64,66,61,60,56,62,352
RG37SG,2023,62,59,57,57,59,53,50,53,63,59,58,55,61,62,61,48,53,54,53,57,65,64,53,55,58,58,65,54,61,54,352
XPXNMP,2023,63,58,58,58,60,53,55,61,58,68,68,62,63,55,67,57,64,61,66,65,53,57,60,52,62,65,61,57,57,61,352
79HFVZ,2023,57,57,64,61,55,77,60,59,58,61,55,60,66,60,59,60,60,58,60,65,55,57,56,65,58,62,69,56,60,57,352
ED3VPX,2023,56,68,54,69,63,63,66,66,61,57,61,57,56,67,63,65,58,66,67,64,66,58,54,62,60,63,62,62,57,61,352
QC3XEN,2023,63,59,59,67,53,61,58,60,65,59,58,67,60,63,59,64,61,58,67,68,62,59,60,67,60,64,65,56,69,66,352
QBG8U7,2023,62,64,64,63,61,58,64,61,65,55,62,61,61,63,68,65,62,60,61,69,62,64,62,63,64,60,63,63,63,66,352
SR7CVP,2023,60,64,67,64,59,56,61,59,63,65,61,60,67,60,77,62,65,65,59,68,58,67,65,62,64,71,59,59,56,58,352
EHVAM3,2023,62,64,62,65,65,57,59,66,64,54,61,59,66,65,61,64,61,57,59,65,67,67,53,62,61,62,69,54,64,63,352
LVKG8D,2023,66,67,64,69,66,61,57,64,74,62,67,65,67,69,60,57,65,53,62,67,70,76,61,73,65,66,75,69,72,60,352
CHMKDS,2023,64,60,59,63,57,62,61,56,61,59,55,61,62,61,60,59,61,64,62,59,63,65,56,65,60,68,60,58,60,56,352
3UECGN,2023,61,55,64,56,55,54,56,57,62,54,54,57,57,56,61,57,64,57,59,52,56,62,56,53,57,58,56,67,57,60,352
MGW99Q,2023,63,65,65,64,67,54,55,64,76,65,63,68,64,61,62,56,65,62,60,67,64,70,60,68,63,64,66,60,67,79,352
F7WJ9A,2023,65,61,72,60,66,51,59,62,68,59,61,60,55,56,66,59,68,61,59,64,62,67,61,61,64,61,53,62,59,62,352
ZQLYEN,2023,57,59,55,68,63,59,62,66,59,58,61,59,68,62,65,58,59,67,63,69,61,62,58,63,59,59,65,60,54,61,352
R977RN,2023,67,65,62,65,69,61,67,62,78,65,61,60,61,67,65,63,59,64,62,67,79,67,60,75,68,64,62,57,68,67,352
KFFWVA,2023,68,52,55,55,52,51,51,57,56,51,55,56,54,55,54,55,51,50,52,53,52,57,52,56,56,53,59,50,60,50,352
LN8PAN,2023,67,59,58,61,63,69,65,65,69,59,62,61,58,66,62,57,62,60,67,60,60,60,56,57,60,64,60,59,59,60,352
AUMHPW,2023,64,60,63,61,64,53,56,59,80,69,66,66,59,57,63,55,59,56,62,60,62,71,61,66,64,62,60,58,65,62,352
XNBAVV,2023,65,65,61,69,64,63,64,63,82,66,62,60,65,65,65,66,61,58,69,73,66,65,61,67,68,71,69,58,66,72,352
GYUUD8,2023,63,63,59,63,57,54,53,62,59,59,65,60,55,57,63,58,59,63,61,59,60,57,61,57,56,67,58,55,54,55,352
W3333Y,2023,58,54,54,52,51,55,49,54,57,58,57,54,53,53,57,53,54,50,55,55,57,57,55,55,56,53,54,54,61,54,352
LNUMDJ,2023,62,63,62,61,60,56,59,62,61,56,62,57,55,56,62,56,62,61,62,56,60,58,58,57,57,61,57,61,55,56,352
TKMDCL,2023,67,64,61,71,69,60,64,66,73,68,60,59,65,68,68,68,65,63,67,68,77,66,58,70,64,69,64,60,65,69,352
3YQUVL,2023,61,55,56,61,55,56,64,58,60,54,60,56,59,60,65,66,62,61,61,66,59,58,62,66,60,56,57,54,61,56,352
KSJLLL,2023,62,62,57,65,70,54,65,66,67,56,63,62,57,61,69,63,64,61,64,67,65,61,58,61,64,62,60,58,62,60,352
KRQUUR,2023,56,61,53,65,55,68,58,57,56,59,59,55,56,65,55,60,55,63,63,57,63,58,54,61,62,61,58,54,57,54,352
KBT8C7,2023,67,70,71,67,72,59,60,73,73,71,69,62,63,63,68,57,70,58,62,70,68,68,67,66,66,69,64,67,62,73,352
DVVQ3T,2023,67,59,66,66,73,60,69,75,65,63,65,60,59,64,71,63,73,67,67,69,62,66,64,62,69,65,67,60,58,69,352
PM9CMJ,2023,56,56,68,64,58,60,67,62,63,61,55,58,59,59,64,62,72,57,61,65,55,60,61,61,59,60,57,62,57,60,352
YEVZXC,2023,64,60,60,67,61,60,61,64,57,59,63,62,67,62,66,60,60,64,66,70,64,61,57,60,60,64,62,61,52,54,352
SUGBT8,2023,64,67,61,63,66,55,61,69,61,60,67,63,75,61,68,58,64,64,66,71,65,62,63,64,60,64,69,62,57,67,352
LH8TAF,2023,63,58,59,65,62,62,67,62,83,63,56,57,60,62,62,63,60,55,59,68,60,67,61,69,62,64,64,53,63,71,352
8EA8NH,2023,61,72,59,62,60,57,58,63,53,53,61,60,58,57,62,58,60,63,62,58,65,57,60,61,59,56,54,60,48,55,352
W8EEPE,2023,62,58,73,57,57,58,57,57,63,61,56,60,60,56,60,51,64,56,56,54,56,67,57,56,62,62,56,59,56,57,352
TAFBB3,2023,65,61,68,62,62,60,64,61,79,70,58,60,66,63,65,58,64,54,58,66,61,71,60,67,65,62,62,60,64,61,352
WMW8EB,2023,67,59,55,61,57,57,57,65,71,64,62,57,62,57,62,59,55,54,64,59,55,60,53,56,56,68,60,57,59,58,352
HXRHYG,2023,55,70,55,55,61,60,59,60,60,53,56,59,57,55,54,57,55,55,60,54,61,55,53,57,59,56,55,67,52,49,352
W7TAX3,2023,61,64,60,68,57,61,64,58,70,57,54,61,64,63,68,75,59,67,62,67,63,62,60,76,61,66,63,57,63,65,352
PT8VT7,2023,67,64,65,68,81,61,69,75,72,61,61,63,62,64,65,56,72,60,62,70,67,72,65,68,67,65,65,65,59,69,352
9AXGL7,2023,63,56,52,59,59,49,53,57,55,50,56,63,54,58,66,58,55,60,59,67,54,55,56,53,59,62,63,51,58,56,352
BQ97CG,2023,62,67,58,65,67,57,64,68,70,77,67,66,60,65,68,63,66,62,63,74,61,61,69,64,69,69,63,56,63,66,352
APY3ST,2023,56,53,51,64,54,55,60,60,51,57,54,55,56,58,62,61,57,63,58,64,52,53,55,55,53,62,59,50,50,51,352
ZFPXTX,2023,68,64,60,67,70,62,63,64,80,65,65,67,65,68,65,62,63,52,66,67,71,67,57,69,66,67,68,61,76,63,352
DKNPD8,2023,66,69,64,72,63,59,64,66,64,59,64,64,66,62,72,72,65,70,69,67,63,63,59,69,65,72,65,59,62,68,352
TXZWJG,2023,61,68,60,72,63,63,57,65,59,56,63,61,64,63,62,61,59,65,61,68,73,63,57,69,61,63,71,59,59,60,352
L7AMRC,2023,70,68,70,71,80,57,66,75,72,67,74,69,66,68,80,59,76,63,68,75,68,77,73,69,76,70,74,68,66,71,352
VWAH3S,2023,54,64,66,52,62,53,60,60,58,51,53,52,59,53,56,54,62,56,52,53,58,56,58,60,56,53,49,74,53,64,352
SPMM8U,2023,61,62,61,59,65,65,64,65,79,72,66,64,60,62,66,57,58,57,64,64,64,64,64,65,66,65,60,58,62,69,352
AVZGSH,2023,64,63,61,62,63,57,57,65,61,60,61,59,76,62,59,57,60,64,62,64,63,65,58,65,60,62,71,59,61,64,352
SY3PCJ,2023,66,57,53,66,59,51,58,60,62,56,60,64,54,62,72,63,64,59,63,69,56,57,57,58,61,60,64,58,62,55,352
XJU9FS,2023,67,62,64,65,65,63,57,64,72,61,68,68,60,64,61,55,66,56,61,66,61,72,67,63,68,60,70,65,69,63,352
N8UQQZ,2023,62,61,81,58,67,55,62,61,65,54,56,57,61,60,61,57,76,56,59,65,63,67,65,63,63,59,59,72,65,67,352
A9VPER,2023,58,59,53,60,65,54,57,62,55,57,59,59,59,57,68,54,58,61,60,65,61,54,57,57,58,64,64,54,55,59,352
FCFCQP,2023,72,66,65,65,66,65,60,67,73,67,66,65,62,66,66,60,64,55,63,70,71,67,60,69,66,69,67,62,68,65,352
GKRP7Q,2023,64,64,60,63,76,59,63,70,73,64,63,59,61,62,63,56,63,59,61,65,67,66,60,65,65,59,64,58,59,67,352
XA9XJC,2023,60,60,59,64,66,56,68,65,57,60,59,61,67,62,65,60,64,61,66,73,62,61,59,61,67,66,63,57,58,57,352
T9QFQH,2023,62,62,59,62,69,62,66,67,67,63,64,62,60,61,70,52,65,60,65,66,64,61,58,62,64,67,69,66,65,66,352
HBB8DR,2023,67,61,62,56,62,57,53,62,67,56,66,70,62,56,60,53,59,61,62,61,58,60,56,62,57,64,62,61,61,64,352
UYZ8BS,2023,56,70,59,57,68,57,67,65,59,61,58,58,70,55,57,58,64,67,60,61,67,59,60,66,62,63,59,65,54,63,352
XESY8Q,2023,63,60,56,64,62,54,66,69,59,59,63,61,61,60,61,66,56,59,68,59,63,63,54,60,60,59,60,52,57,56,352
APGRVM,2023,68,72,62,68,63,58,55,63,73,65,61,72,63,62,64,58,58,64,65,66,68,67,58,71,61,65,63,63,62,64,352
B9HEQT,2023,65,59,59,66,57,61,62,60,60,60,60,57,67,64,59,62,65,58,59,70,59,65,58,62,61,64,67,57,62,54,352
DYGH83,2023,65,66,67,64,60,54,59,62,60,61,61,64,66,58,65,58,65,58,58,67,65,66,59,64,56,67,66,64,64,61,352
CDLSBW,2023,63,60,57,64,60,64,64,62,59,60,64,62,64,63,65,70,61,64,65,65,58,53,58,61,68,65,65,53,56,59,352
DLKFDW,2023,65,54,57,58,60,50,58,59,59,55,54,60,58,54,62,59,56,58,56,63,53,56,54,57,57,65,52,49,51,56,352
AB799P,2023,58,55,54,53,51,51,55,50,53,49,48,58,62,57,57,66,52,49,53,57,53,51,49,59,55,51,56,52,69,51,352
8AELJD,2023,68,72,65,69,69,58,60,64,74,66,64,73,71,68,66,62,68,64,64,74,70,75,68,84,71,70,74,66,74,68,352
NYFP8X,2023,62,65,69,71,64,64,68,68,74,70,65,64,64,65,70,65,70,68,65,73,62,68,66,66,65,73,65,59,62,68,352
ZHRVJN,2023,62,66,70,63,74,63,69,70,72,67,65,62,65,66,72,56,79,63,67,68,66,71,71,62,70,66,61,71,60,68,352
7DJRFK,2023,65,63,61,55,65,60,60,59,72,59,58,63,56,59,58,59,62,53,60,63,63,66,59,62,68,59,63,58,71,59,352
8XKXXS,2023,68,66,60,73,67,67,69,68,83,70,64,66,64,70,67,67,65,61,73,76,69,68,62,71,68,71,72,59,69,68,352
WHFWTD,2023,68,66,70,73,64,66,71,70,73,69,66,68,66,67,71,67,71,72,69,73,64,68,66,67,66,75,66,61,63,70,352
MPL3HC,2023,63,60,67,67,56,53,52,59,59,58,60,60,64,63,62,61,61,65,62,60,59,63,57,63,63,64,62,59,62,57,352
JNK8BS,2023,60,58,56,57,60,54,63,59,55,57,57,52,59,57,63,59,58,65,57,60,60,52,56,61,62,63,52,57,54,60,352
M9KGHF,2023,60,61,58,66,62,59,61,60,66,54,55,58,66,65,66,70,61,60,60,65,64,64,56,71,59,62,71,56,73,66,352
CEVGDA,2023,54,50,52,50,52,55,58,56,50,53,53,54,48,52,52,46,52,53,52,46,51,51,53,51,58,50,49,53,51,48,352
TPUL8T,2023,68,61,58,62,62,55,56,57,79,66,61,68,55,59,65,54,60,59,62,60,63,70,58,63,63,62,60,58,66,58,352
7JMAPT,2023,66,55,55,57,54,57,53,55,68,57,55,58,57,54,59,53,53,57,59,53,53,62,49,53,49,59,57,54,57,53,352
WXTCCT,2023,54,55,54,60,59,59,58,59,60,57,52,50,50,58,60,55,57,56,59,59,65,54,56,60,61,56,56,58,56,52,352
MXCKWK,2023,58,53,53,62,56,49,50,58,56,54,58,58,54,54,56,51,54,59,56,59,58,51,56,52,55,62,59,54,57,56,352
YWWMBR,2023,63,58,58,64,62,63,61,64,80,70,62,60,60,62,63,55,59,56,62,63,62,67,56,64,60,68,64,58,63,63,352
NZAEYY,2023,61,67,67,61,74,61,68,67,66,56,61,59,61,66,64,58,72,55,60,70,64,65,62,63,73,58,64,69,60,62,352
B9VSYB,2023,66,62,60,62,63,55,57,63,62,62,65,59,71,60,61,57,62,58,54,66,58,68,59,63,60,65,65,59,60,59,352
AHEXJF,2023,56,51,51,55,45,51,53,49,49,50,45,54,51,52,58,66,55,68,53,53,46,50,50,54,51,56,51,48,51,47,352
8PESUM,2023,65,66,71,63,70,58,69,69,68,61,68,58,69,62,68,60,74,66,68,71,59,69,70,66,64,70,63,68,61,75,352
VFQUPG,2023,61,60,66,64,71,64,69,65,66,63,61,57,60,65,66,57,68,62,59,70,62,61,59,62,70,67,60,64,58,65,352
WLP38V,2023,58,60,57,64,59,66,66,63,56,59,59,61,61,59,61,66,59,74,65,61,59,58,56,58,59,63,62,55,54,57,352
NGJXFG,2023,64,60,65,62,65,56,58,62,73,65,57,57,63,59,62,54,65,56,57,62,64,70,58,64,59,61,65,61,64,60,352
XXLBHK,2023,55,57,55,65,63,57,63,62,57,52,56,59,59,60,62,67,59,60,63,68,58,54,60,61,63,57,66,55,60,60,352
